Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;164;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;350;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;700;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;1200;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;520;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;73;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;568.05;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;156.05;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;570;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;230;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1120;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;200;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;230;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;1400;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1800;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;528.26;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;500;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;4;1862;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;272;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;936.34;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1100;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;161.53;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;810;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;2;122.16;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;420;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;3;290.81;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;2;1230;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;1081;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61145;61700;DOMFRONT EN POIRAIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;1400;48.593055725098;-0.64527797698973;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61147;61110;DORCEAU;[NT61L] NORMATRANS 61 LONRAI;NT61L;8;1;193.12;48.4236106872559;0.801944017410273;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61150;61370;ECHAUFFOUR;[NT61L] NORMATRANS 61 LONRAI;NT61L;15;3;2020;48.7402763366699;0.38722199201584;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61150;61370;ECHAUFFOUR;[NT61L] NORMATRANS 61 LONRAI;NT61L;15;1;800;48.7402763366699;0.38722199201584;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61150;61370;ECHAUFFOUR;[NT61L] NORMATRANS 61 LONRAI;NT61L;11;3;1635;48.7402763366699;0.38722199201584;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61150;61370;ECHAUFFOUR;[NT61L] NORMATRANS 61 LONRAI;NT61L;15;1;300;48.7402763366699;0.38722199201584;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61150;61370;ECHAUFFOUR;[NT61L] NORMATRANS 61 LONRAI;NT61L;15;1;240;48.7402763366699;0.38722199201584;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;769.068;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;420;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;499.218;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;440;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;324;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;4;3;1340.88;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;23;1;775;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;660;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;23;1;900;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;4;1;278;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;650;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;;5;1745;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;4;1;360;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;7;1091;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;600;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;2000;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;660;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;625;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;24;1;600;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61153;61150;ECOUCHE LES VALLEES;[NT61L] NORMATRANS 61 LONRAI;NT61L;4;2;1374.362;48.7188873291022;-0.12361100316048;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61154;61400;EPERRAIS;[NT61L] NORMATRANS 61 LONRAI;NT61L;8;1;960;48.4230575561519;0.551110982894902;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61154;61400;EPERRAIS;[NT61L] NORMATRANS 61 LONRAI;NT61L;8;1;960;48.4230575561519;0.551110982894902;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61154;61400;EPERRAIS;[NT61L] NORMATRANS 61 LONRAI;NT61L;8;1;275;48.4230575561519;0.551110982894902;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61158;61600;FAVEROLLES;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;79.465;48.6697235107419;-0.296389013528819;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61158;61600;FAVEROLLES;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;86.244;48.6697235107419;-0.296389013528819;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61158;61600;FAVEROLLES;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;135.182;48.6697235107419;-0.296389013528819;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61163;61450;LA FERRIERE AUX ETANGS;[NT61L] NORMATRANS 61 LONRAI;NT61L;13;1;75;48.6633338928218;-0.520277976989748;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61163;61450;LA FERRIERE AUX ETANGS;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;297;48.6633338928218;-0.520277976989748;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61163;61450;LA FERRIERE AUX ETANGS;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;797;48.6633338928218;-0.520277976989748;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61163;61450;LA FERRIERE AUX ETANGS;[NT61L] NORMATRANS 61 LONRAI;NT61L;BRT;1;285.8;48.6633338928218;-0.520277976989748;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61163;61450;LA FERRIERE AUX ETANGS;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;275;48.6633338928218;-0.520277976989748;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;1500;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;850;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1700;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;650;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1350;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;12;2;750;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;12;2;1200;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;1;300;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;3;1500;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61165;61420;LA FERRIERE BOCHARD;[NT61L] NORMATRANS 61 LONRAI;NT61L;1;1;1500;48.4127769470207;-0.0316670015454291;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61166;61390;FERRIERES LA VERRERIE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;300;48.6513900756841;0.377499997615808;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE FRENEL;[NT61L] NORMATRANS 61 LONRAI;NT61L;26;1;1000;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;5;1;240;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE FRENEL;[NT61L] NORMATRANS 61 LONRAI;NT61L;26;1;708;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;6;2;1113;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;26;2;2050;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;61L1;3;2250;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;61L1;2;2000;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE EN OUCHE;[NT61L] NORMATRANS 61 LONRAI;NT61L;6;1;320;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE FRENEL;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;5;2300;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE FRENEL;[NT61L] NORMATRANS 61 LONRAI;NT61L;26;1;968.52;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61167;61550;LA FERTE FRENEL;[NT61L] NORMATRANS 61 LONRAI;NT61L;26;1;1153;48.8411102294921;0.512221992015839;Zone 3
NORMATRANS 50 ST LO;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;6;6000;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 ST LO;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;3;3050;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;3;466.4;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;631;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;2;319;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;420;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;750;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1324;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 ST LO;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1975;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;310;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1935;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;347;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;1200;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;1000;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1360;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;21;1;315;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;389;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;239.8;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;1575;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;279;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;2;1700;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1691;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;370;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;530.19;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;23;1;178.86;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;164;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;419;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;823;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;650;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;127;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 50 VILLEDIEU;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;S61L;1;855;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;1;448;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;2;319.2;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;2;1;564;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;4;1700;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;4;1995;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1172;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;18;3;2100;48.592777252197;-0.358889013528821;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 61 LONRAI;61;61168;61600;LA FERTE MACE;[NT61L] NORMATRANS 61 LONRAI;NT61L;610;2;1489;48.592777252197;-0.358889013528821;Zone 2
