Agence entree reseau;Agence sortie reseau;D‚partement;INSEE;Cp;Ville;PS;Correspondant;Ligne depart;UM;Poids;Latitude;Longitude;Zone
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14042;14210;BARON SUR ODON;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;31;1;804.6;49.1302795410161;-0.479721993207933;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14042;14210;BARON SUR ODON;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;31;1;834.6;49.1302795410161;-0.479721993207933;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14042;14210;BARON SUR ODON;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;31;2;1740;49.1302795410161;-0.479721993207933;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14042;14210;BARON SUR ODON;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;31;1;804.6;49.1302795410161;-0.479721993207933;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;837;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;6;438;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;116;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;5;1;375;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;540;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;310;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;375;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;675;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;3;198;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14046;14860;BAVENT;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;38;1;198;49.230278015137;-0.187777996063229;Zone 1
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;691;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;BRT;1;903.6;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;2;1105;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;59;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;445;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;610;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;3;206;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;1346;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;3;496.058;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;125;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;2200;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;821.15;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;366;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;300;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;3;419;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;344;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14404;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;4;655.17;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;450;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;673;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;1642;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;300;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;673;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;470;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;417;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;2;328.732;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;118;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;1340;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;113;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;1015;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;230;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;690;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;316;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;286;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;5;2296;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;160.35;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;2200;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;19;5;2685;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;100;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;253;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;201;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;264;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;700;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;167;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;125;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;328;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;373.3;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;1804;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;2254;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;333;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;1364;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;452;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;2;299.741;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;2;1444.53;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;170;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;51;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;1691;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;125;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;98;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;770;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;243;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;2;853;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;315;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;1300;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;125;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;579;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;2641;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;365;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;332.411;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;5;1731;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;531;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;3;369.85;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;100;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;100;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;568;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;409;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;80;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;309;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;1570;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 50 ST LO;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;600;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;249;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;604;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;537;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;316;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;530;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;2;837;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;51;1;170;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;269;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;250;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;1;400;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;618.56;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;460;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;20;1;125;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;6;2436;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;231;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14401;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;240;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;3;913;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 14 GRENTHEVILLE;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;46;4;1850;49.2752761840821;-0.703333020210268;Zone 2
NORMATRANS 61 LONRAI;NORMATRANS 14 GRENTHEVILLE;14;14047;14400;BAYEUX;[NT14G] NORMATRANS 14 GRENTHEVILLE;NT14G;140;1;180;49.2752761840821;-0.703333020210268;Zone 2
